date,provider,draw_info,1st,2nd,3rd,special,consolation
4D Jackpot,4446/16,16-07-2016 (Sat) Draw No: 4446/16,1st 首獎 1837 Zodiac | 2nd 二獎 7824 | 3rd 三獎 5093 | ,4427 ---- 2268 9800 ---- ---- 7937 9812 5669 0862 3483 2598 0497,0959 6146 3744 7385 4582 0717 0848 5259 1418 3453,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 1837 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4446/16,16-07-2016 (Sat) Draw No: 4446/16,1st 46906 4th 6906 | 2nd 81552 5th 906 | 3rd 45310 6th 06 | 1st 382962 | 2nd 38296 or 82962 | 3rd 3829 or 2962 | ,,,"Jackpot RM 27,087,667.04 | Jackpot RM 12,068,545.25 | Jackpot RM 30,297,201.50 | ","Power Toto 6/55 Jackpot RM 27,087,667.04 Supreme Toto 6/58 Jackpot RM 12,068,545.25 Jackpot RM 30,297,201.50 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,672/16,16-07-2016 (Sat) Draw No: 672/16,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 6,492,035.50 | Jackpot 2 | Prize : RM 100,000.00 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 6,492,035.50 Jackpot 2 Prize : RM 100,000.00"
4D,3977,16-07-2016 (Sat) Draw No: 3977,1st Prize 首獎 8761 | 2nd Prize 二獎 0042 | 3rd Prize 三獎 3373 | ,0289 2205 3143 3315 3593 3834 5019 6308 7784 9885,0049 1022 4664 5068 5975 6221 6574 7001 7345 8797,,
4D,097/16,16-07-2016 (Sat) Draw No: 097/16,1st Prize 首獎 7025 | 2nd Prize 二獎 7883 | 3rd Prize 三獎 8309 | ,1019 4351 3217 - 6740 - 3528 - 4114 5312 1720 9239 4035,0509 6382 5187 2878 9254 9830 9240 6747 4180 6304,,
https://www.live4d2u.net/images/cashsweep,3603,16-07-2016 (Sat) Draw No: 3603,1st Prize 首獎 8835 | 2nd Prize 二獎 8937 | 3rd Prize 三獎 5707 | ,砂勞越大萬 Date: 16-07-2016 (Sat) Draw No: 3603 1st Prize 首獎 8835 2nd Prize 二獎 8937 3rd Prize 三獎 5707 7105 0011 0349 5405 1408 3929 6596 2656 2018 8018,5148 1686 9137 2731 5473 5713 7451 6586 3295 3088,,
4D Jackpot 3D,2512/16,16-07-2016 (Sat) Draw No: 2512/16,1st Prize 首獎 9413 | 2nd Prize 二獎 9380 | 3rd Prize 三獎 1438 | 1st Prize 首獎 052 | 2nd Prize 二獎 129 | 3rd Prize 三獎 192 | ,5266 9571 7084   2698 0549 3240   2630 0827 4121 8580,0775 6328 7891 5014 9698 8069 7930 5036 0538 0435,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2512/16,16-07-2016 (Sat) Draw No: 2512/16,,,,"Jackpot 1 RM 526,206.36 | Jackpot 2 RM 11,875.67 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 526,206.36 Jackpot 2 RM 11,875.67 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,673/16,17-07-2016 (Sun) Draw No: 673/16,1st Prize 首獎 1080 | 2nd Prize 二獎 3972 | 3rd Prize 三獎 9588 | ,9140 ---- 9409 2589 1847 1225 7581 9495 ---- 2169 3957 6061 ----,8070 3903 1295 2735 8708 5606 2402 9521 7376 3096,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4394/16,17-07-2016 (Sun) Draw No: 4394/16,1st Prize 首獎 3769 | 2nd Prize 二獎 9166 | 3rd Prize 三獎 5718 | ,2655 2297 5554 6651 9058 3827 9262 9979 8064 3676,9820 6840 8406 3691 5376 6891 2754 3029 3755 7663,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 870,450.70 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 870,450.70"
4D Jackpot,4447/16,17-07-2016 (Sun) Draw No: 4447/16,1st 首獎 4635 Zodiac | 2nd 二獎 8821 | 3rd 三獎 2293 | ,3962 2728 6494 ---- 6169 ---- 4290 2556 ---- 7836 8683 2503 6817,2935 4743 7908 6749 3815 7911 6068 3111 5167 6098,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 4635 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4447/16,17-07-2016 (Sun) Draw No: 4447/16,1st 84050 4th 4050 | 2nd 03610 5th 050 | 3rd 83346 6th 50 | 1st 768555 | 2nd 76855 or 68555 | 3rd 7685 or 8555 | ,,,"Jackpot RM 27,297,189.57 | Jackpot RM 12,186,297.89 | Jackpot RM 30,465,311.59 | ","Power Toto 6/55 Jackpot RM 27,297,189.57 Supreme Toto 6/58 Jackpot RM 12,186,297.89 Jackpot RM 30,465,311.59 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,673/16,17-07-2016 (Sun) Draw No: 673/16,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 6,511,347.63 | Jackpot 2 | Prize : RM 100,000.00 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 6,511,347.63 Jackpot 2 Prize : RM 100,000.00"
4D,3978,17-07-2016 (Sun) Draw No: 3978,1st Prize 首獎 5186 | 2nd Prize 二獎 4874 | 3rd Prize 三獎 3768 | ,0537 0635 3886 4974 5326 5799 6386 7568 9313 9799,0448 1089 1163 3987 4667 5337 5755 9278 9580 9877,,
4D,098/16,17-07-2016 (Sun) Draw No: 098/16,1st Prize 首獎 1353 | 2nd Prize 二獎 9155 | 3rd Prize 三獎 0410 | ,7672 6203 4320 7755 7789 - - 6047 4040 2085 7778 - 6709,0844 3510 8774 0216 7891 6422 0795 2361 9510 4984,,
https://www.live4d2u.net/images/cashsweep,3604,17-07-2016 (Sun) Draw No: 3604,1st Prize 首獎 8916 | 2nd Prize 二獎 3834 | 3rd Prize 三獎 5956 | ,砂勞越大萬 Date: 17-07-2016 (Sun) Draw No: 3604 1st Prize 首獎 8916 2nd Prize 二獎 3834 3rd Prize 三獎 5956 7744 3865 5265 8378 1874 6867 2718 1458 8136 8175,2578 1564 0879 0100 4131 9574 3402 4236 9745 4870,,
4D Jackpot 3D,2513/16,17-07-2016 (Sun) Draw No: 2513/16,1st Prize 首獎 8089 | 2nd Prize 二獎 6502 | 3rd Prize 三獎 1553 | 1st Prize 首獎 386 | 2nd Prize 二獎 768 | 3rd Prize 三獎 710 | ,2996   2041 2996 8822 0232 5003   8725 4867 1182   0168,2919 6419 7079 2352 2800 5155 5913 4511 5788 5129,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2513/16,17-07-2016 (Sun) Draw No: 2513/16,,,,"Jackpot 1 RM 534,020.71 | Jackpot 2 RM 12,297.82 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 534,020.71 Jackpot 2 RM 12,297.82 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,674/16,20-07-2016 (Wed) Draw No: 674/16,1st Prize 首獎 1465 | 2nd Prize 二獎 6041 | 3rd Prize 三獎 2640 | ,3940 7294 ---- 8739 9768 ---- 6539 ---- 2314 1155 9917 6287 3301,3475 3349 6692 1045 7525 5591 6544 5165 4039 0946,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4395/16,20-07-2016 (Wed) Draw No: 4395/16,1st Prize 首獎 7949 | 2nd Prize 二獎 5432 | 3rd Prize 三獎 6427 | ,0247 7946 1596 5631 8212 5186 6113 8919 8046 9609,4964 6287 9184 1332 9861 6138 6253 6977 1445 9754,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 879,771.40 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 879,771.40"
4D Jackpot,4448/16,20-07-2016 (Wed) Draw No: 4448/16,1st 首獎 6086 Zodiac | 2nd 二獎 1268 | 3rd 三獎 3338 | ,6237 ---- 2567 0594 6866 3041 ---- 0107 5441 ---- 4087 7635 6445,2801 3457 5804 4631 4850 2207 3912 7644 3634 7601,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 6086 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4448/16,20-07-2016 (Wed) Draw No: 4448/16,1st 78669 4th 8669 | 2nd 52052 5th 669 | 3rd 93429 6th 69 | 1st 877976 | 2nd 87797 or 77976 | 3rd 8779 or 7976 | ,,,"Jackpot RM 27,502,128.59 | Jackpot RM 12,302,266.60 | Jackpot RM 30,633,278.68 | ","Power Toto 6/55 Jackpot RM 27,502,128.59 Supreme Toto 6/58 Jackpot RM 12,302,266.60 Jackpot RM 30,633,278.68 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,674/16,20-07-2016 (Wed) Draw No: 674/16,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 6,531,599.47 | Jackpot 2 | Prize : RM 100,000.00 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 6,531,599.47 Jackpot 2 Prize : RM 100,000.00"
4D,3979,20-07-2016 (Wed) Draw No: 3979,1st Prize 首獎 3440 | 2nd Prize 二獎 7488 | 3rd Prize 三獎 3216 | ,0771 1426 2746 3543 3848 4720 5508 7096 7359 9532,0214 0567 0729 1047 3350 4021 7819 8445 8547 9791,,
4D,100/16,20-07-2016 (Wed) Draw No: 100/16,1st Prize 首獎 6186 | 2nd Prize 二獎 4373 | 3rd Prize 三獎 8008 | ,6105 2588 9685 - 1227 - 3887 3105 2098 5402 - 6637 4009,2939 1277 3203 8764 0591 8935 5587 8668 0406 6696,,
https://www.live4d2u.net/images/cashsweep,3606,20-07-2016 (Wed) Draw No: 3606,1st Prize 首獎 2248 | 2nd Prize 二獎 4560 | 3rd Prize 三獎 8072 | ,砂勞越大萬 Date: 20-07-2016 (Wed) Draw No: 3606 1st Prize 首獎 2248 2nd Prize 二獎 4560 3rd Prize 三獎 8072 4701 8785 0149 3960 1539 9396 2885 8651 5669 3020,4811 1063 7873 9127 3758 6434 5301 9693 5214 3993,,
4D Jackpot 3D,2515/16,20-07-2016 (Wed) Draw No: 2515/16,1st Prize 首獎 2128 | 2nd Prize 二獎 6741 | 3rd Prize 三獎 5661 | 1st Prize 首獎 641 | 2nd Prize 二獎 197 | 3rd Prize 三獎 776 | ,0828   6113 8910 4607 3456 3558 2042 6614 4829 8181,9415 7461 3499 3461 9173 5253 7719 6644 9889 8210,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2515/16,20-07-2016 (Wed) Draw No: 2515/16,,,,"Jackpot 1 RM 549,706.83 | Jackpot 2 RM 13,150.74 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 549,706.83 Jackpot 2 RM 13,150.74 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,675/16,23-07-2016 (Sat) Draw No: 675/16,1st Prize 首獎 2376 | 2nd Prize 二獎 4649 | 3rd Prize 三獎 6866 | ,1601 ---- 5386 4714 9401 ---- 9622 0346 9716 5853 2058 5758 ----,2171 7974 7843 3440 3576 8989 9027 6694 2183 4232,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4396/16,23-07-2016 (Sat) Draw No: 4396/16,1st Prize 首獎 1837 | 2nd Prize 二獎 5873 | 3rd Prize 三獎 9156 | ,7765 1108 5712 7121 2132 7251 5530 6013 9030 6300,7883 5617 5460 6975 5170 6352 5142 4009 9623 1023,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 889,256.70 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 889,256.70"
4D Jackpot,4449/16,23-07-2016 (Sat) Draw No: 4449/16,1st 首獎 1785 Zodiac | 2nd 二獎 9297 | 3rd 三獎 3636 | ,9173 9732 9799 ---- 8005 ---- 2951 4795 3067 6233 8486 7077 ----,4738 3212 4956 5608 3910 0389 6721 4356 1060 1255,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 1785 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4449/16,23-07-2016 (Sat) Draw No: 4449/16,1st 87748 4th 7748 | 2nd 60340 5th 748 | 3rd 27532 6th 48 | 1st 799841 | 2nd 79984 or 99841 | 3rd 7998 or 9841 | ,,,"Jackpot RM 27,712,708.25 | Jackpot RM 12,423,007.22 | Jackpot RM 30,807,492.01 | ","Power Toto 6/55 Jackpot RM 27,712,708.25 Supreme Toto 6/58 Jackpot RM 12,423,007.22 Jackpot RM 30,807,492.01 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,675/16,23-07-2016 (Sat) Draw No: 675/16,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 6,552,315.42 | Jackpot 2 | Prize : RM 100,696.15 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 6,552,315.42 Jackpot 2 Prize : RM 100,696.15"
4D,3980,23-07-2016 (Sat) Draw No: 3980,1st Prize 首獎 9476 | 2nd Prize 二獎 3881 | 3rd Prize 三獎 2615 | ,0438 0626 3473 5228 5430 5521 6863 7764 8415 9663,0612 0695 0831 4151 4668 4988 5104 6400 7887 8954,,
4D,101/16,23-07-2016 (Sat) Draw No: 101/16,1st Prize 首獎 5960 | 2nd Prize 二獎 7944 | 3rd Prize 三獎 4934 | ,- - 6632 3892 5520 - 2515 9054 5880 5863 9168 4113 5909,6514 1005 5929 7530 5155 4384 3400 0451 3351 8542,,
https://www.live4d2u.net/images/cashsweep,3607,23-07-2016 (Sat) Draw No: 3607,1st Prize 首獎 9180 | 2nd Prize 二獎 8731 | 3rd Prize 三獎 7370 | ,砂勞越大萬 Date: 23-07-2016 (Sat) Draw No: 3607 1st Prize 首獎 9180 2nd Prize 二獎 8731 3rd Prize 三獎 7370 7258 8527 4231 0446 3441 5782 5878 8367 4943 0542,7469 4733 5325 1737 0678 5628 3419 4178 7982 3035,,
4D Jackpot 3D,2516/16,23-07-2016 (Sat) Draw No: 2516/16,1st Prize 首獎 6426 | 2nd Prize 二獎 4178 | 3rd Prize 三獎 0507 | 1st Prize 首獎 670 | 2nd Prize 二獎 154 | 3rd Prize 三獎 720 | ,5238   9472 1067 4502 5423 2811   7640 7466 5275 1253,0408 4437 2225 2970 5934 4053 2481 9865 2705 7301,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2516/16,23-07-2016 (Sat) Draw No: 2516/16,,,,"Jackpot 1 RM 557,995.61 | Jackpot 2 RM 13,644.06 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 557,995.61 Jackpot 2 RM 13,644.06 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,676/16,24-07-2016 (Sun) Draw No: 676/16,1st Prize 首獎 6908 | 2nd Prize 二獎 7472 | 3rd Prize 三獎 8608 | ,2538 9037 ---- 1206 0562 ---- 7839 ---- 9448 1769 1010 3903 5516,9394 8776 6458 0414 3017 3845 6928 6704 1586 3736,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4397/16,24-07-2016 (Sun) Draw No: 4397/16,1st Prize 首獎 2395 | 2nd Prize 二獎 8063 | 3rd Prize 三獎 1706 | ,8202 7980 0261 7124 6919 6601 4280 7464 4648 7528,8344 5636 7538 5455 8593 4342 2619 4506 5450 0341,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 898,638.20 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 898,638.20"
4D Jackpot,4450/16,24-07-2016 (Sun) Draw No: 4450/16,1st 首獎 4125 Zodiac | 2nd 二獎 9932 | 3rd 三獎 0334 | ,6145 3786 0926 ---- 8268 5199 ---- ---- 7709 9032 9294 7646 8467,8719 9891 4462 9179 8720 7389 9135 4106 2858 1767,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 4125 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4450/16,24-07-2016 (Sun) Draw No: 4450/16,1st 13231 4th 3231 | 2nd 89968 5th 231 | 3rd 75163 6th 31 | 1st 107645 | 2nd 10764 or 07645 | 3rd 1076 or 7645 | ,,,"Jackpot RM 27,921,709.90 | Jackpot RM 12,542,329.28 | Jackpot RM 30,978,439.93 | ","Power Toto 6/55 Jackpot RM 27,921,709.90 Supreme Toto 6/58 Jackpot RM 12,542,329.28 Jackpot RM 30,978,439.93 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,676/16,24-07-2016 (Sun) Draw No: 676/16,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 6,571,216.10 | Jackpot 2 | Prize : RM 107,390.14 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 6,571,216.10 Jackpot 2 Prize : RM 107,390.14"
4D,3981,24-07-2016 (Sun) Draw No: 3981,1st Prize 首獎 8120 | 2nd Prize 二獎 3930 | 3rd Prize 三獎 8422 | ,2695 4215 6561 6992 7651 7767 8924 9028 9042 9209,0861 0903 1440 1748 2017 2488 5962 7866 8890 9413,,
4D,102/16,24-07-2016 (Sun) Draw No: 102/16,1st Prize 首獎 1675 | 2nd Prize 二獎 1473 | 3rd Prize 三獎 8677 | ,1691 6591 - - 9357 7332 7764 - 0517 0586 8501 3829 0483,2067 6716 9641 8372 4088 9459 4635 4433 4021 3380,,
https://www.live4d2u.net/images/cashsweep,3608,24-07-2016 (Sun) Draw No: 3608,1st Prize 首獎 3188 | 2nd Prize 二獎 2923 | 3rd Prize 三獎 1363 | ,砂勞越大萬 Date: 24-07-2016 (Sun) Draw No: 3608 1st Prize 首獎 3188 2nd Prize 二獎 2923 3rd Prize 三獎 1363 6022 6633 8877 4584 2653 9472 7789 7626 0757 2516,5636 7366 4149 9421 7982 6217 5662 0014 7093 9743,,
4D Jackpot 3D,2517/16,24-07-2016 (Sun) Draw No: 2517/16,1st Prize 首獎 5713 | 2nd Prize 二獎 6149 | 3rd Prize 三獎 4953 | 1st Prize 首獎 848 | 2nd Prize 二獎 657 | 3rd Prize 三獎 670 | ,9229 4875   0779 2579 4810 8857 3660 9433 4884 5834,1592 5106 1123 8680 3934 8007 4187 7835 8597 8690,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2517/16,24-07-2016 (Sun) Draw No: 2517/16,,,,"Jackpot 1 RM 565,751.99 | Jackpot 2 RM 14,057.52 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 565,751.99 Jackpot 2 RM 14,057.52 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,677/16,27-07-2016 (Wed) Draw No: 677/16,1st Prize 首獎 5820 | 2nd Prize 二獎 8163 | 3rd Prize 三獎 1984 | ,8209 3231 6394 8459 ---- ---- 3325 ---- 4017 7302 5829 3883 3782,0847 0344 7369 3021 0477 4575 7037 9989 4611 6300,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4398/16,27-07-2016 (Wed) Draw No: 4398/16,1st Prize 首獎 7644 | 2nd Prize 二獎 6635 | 3rd Prize 三獎 7413 | ,5019 6680 1523 6432 5382 3430 1264 7645 0272 1001,8314 2367 4444 4917 9881 6625 6197 0860 0531 1451,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 908,389.40 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 908,389.40"
4D Jackpot,4451/16,27-07-2016 (Wed) Draw No: 4451/16,1st 首獎 9444 Zodiac | 2nd 二獎 9355 | 3rd 三獎 8252 | ,5094 ---- ---- ---- 5198 1749 7732 0173 0019 2468 1078 6793 0594,4217 5400 5749 1673 5241 7392 2679 5586 9674 5915,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 9444 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4451/16,27-07-2016 (Wed) Draw No: 4451/16,1st 30440 4th 0440 | 2nd 22719 5th 440 | 3rd 35651 6th 40 | 1st 138179 | 2nd 13817 or 38179 | 3rd 1381 or 8179 | ,,,"Jackpot RM 28,131,379.72 | Jackpot RM 12,660,445.85 | Jackpot RM 31,150,939.40 | ","Power Toto 6/55 Jackpot RM 28,131,379.72 Supreme Toto 6/58 Jackpot RM 12,660,445.85 Jackpot RM 31,150,939.40 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,677/16,27-07-2016 (Wed) Draw No: 677/16,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 6,591,953.04 | Jackpot 2 | Prize : RM 114,734.47 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 6,591,953.04 Jackpot 2 Prize : RM 114,734.47"
4D,3982,27-07-2016 (Wed) Draw No: 3982,1st Prize 首獎 1463 | 2nd Prize 二獎 6951 | 3rd Prize 三獎 5908 | ,0114 0459 4463 5285 6897 7433 7870 7947 9116 9412,3692 3997 5103 5783 6200 7120 8310 8882 9698 9754,,
4D,104/16,27-07-2016 (Wed) Draw No: 104/16,1st Prize 首獎 9409 | 2nd Prize 二獎 8980 | 3rd Prize 三獎 4056 | ,3547 6709 8519 - 9856 0071 5988 7301 5998 6422 - - 3060,5089 2521 5324 9820 7762 8922 0135 6145 1892 6874,,
https://www.live4d2u.net/images/cashsweep,3610,27-07-2016 (Wed) Draw No: 3610,1st Prize 首獎 0870 | 2nd Prize 二獎 7384 | 3rd Prize 三獎 6872 | ,砂勞越大萬 Date: 27-07-2016 (Wed) Draw No: 3610 1st Prize 首獎 0870 2nd Prize 二獎 7384 3rd Prize 三獎 6872 8377 0714 3662 9781 6300 8798 3744 8881 1229 8652,4646 9830 6983 5910 0598 7035 1383 5877 9428 4442,,
4D Jackpot 3D,2519/16,27-07-2016 (Wed) Draw No: 2519/16,1st Prize 首獎 8298 | 2nd Prize 二獎 3586 | 3rd Prize 三獎 8209 | 1st Prize 首獎 679 | 2nd Prize 二獎 779 | 3rd Prize 三獎 967 | ,3009 9840 6792 5359 5526 9192 7425 8319 1881 7788,0400 7168 9067 3318 3372 5222 0837 9108 8949 8914,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
Lotto Jackpot,2519/16,27-07-2016 (Wed) Draw No: 2519/16,,,,"Jackpot 1 RM 581,617.74 | Jackpot 2 RM 14,937.38 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 1 | Jackpot 2 | Jackpot 3 | Jackpot 4 | Jackpot 5 | Jackpot 6 | Jackpot 7 | Jackpot 8 | ","Jackpot 1 RM 581,617.74 Jackpot 2 RM 14,937.38 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 1 Jackpot 2 Jackpot 3 Jackpot 4 Jackpot 5 Jackpot 6 Jackpot 7 Jackpot 8"
4D Jackpot,678/16,30-07-2016 (Sat) Draw No: 678/16,1st Prize 首獎 0593 | 2nd Prize 二獎 0227 | 3rd Prize 三獎 9109 | ,1252 ---- 8065 1121 3762 0019 4999 7054 1673 9094 7008 ---- ----,4758 3340 3525 3269 8090 1654 7130 9064 7988 0245,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,4D Jackpot 1 Prize 4D Jackpot 2 Prize
4D Jackpot 3D,4399/16,30-07-2016 (Sat) Draw No: 4399/16,1st Prize 首獎 8034 | 2nd Prize 二獎 4027 | 3rd Prize 三獎 6657 | ,6709 0082 9251 4124 4540 9500 7176 1362 8510 7363,1072 2922 1387 8020 5379 2936 8787 9508 1972 4083,"4D Jackpot 1 Prize 4D Jackpot 2 Prize | 3D Jackpot Prize RM 918,261.70 | ","4D Jackpot 1 Prize 4D Jackpot 2 Prize 3D Jackpot Prize RM 918,261.70"
4D Jackpot,4452/16,30-07-2016 (Sat) Draw No: 4452/16,1st 首獎 4835 Zodiac | 2nd 二獎 7118 | 3rd 三獎 1136 | ,9119 4898 4917 3256 3068 7291 ---- 0757 ---- 0841 7945 8466 ----,7685 8852 9549 0174 8029 0975 1337 4798 6512 2272,4D Jackpot 1 Prize 4D Jackpot 2 Prize | ,1st 首獎 4835 Zodiac 4D Jackpot 1 Prize 4D Jackpot 2 Prize
5D 6D Lotto Jackpot,4452/16,30-07-2016 (Sat) Draw No: 4452/16,1st 68464 4th 8464 | 2nd 62774 5th 464 | 3rd 48821 6th 64 | 1st 640000 | 2nd 64000 or 40000 | 3rd 6400 or 0000 | ,,,"Jackpot RM 28,345,473.24 | Jackpot RM 12,782,850.28 | Jackpot RM 31,327,269.84 | ","Power Toto 6/55 Jackpot RM 28,345,473.24 Supreme Toto 6/58 Jackpot RM 12,782,850.28 Jackpot RM 31,327,269.84 Power Toto 6/55 | Supreme Toto 6/58 |"
Jackpot,678/16,30-07-2016 (Sat) Draw No: 678/16,3rd Prize | ,,,"Magnum Jackpot Gold | Jackpot 1 | Prize : RM 6,612,906.19 | Jackpot 2 | Prize : RM 122,155.38 | ","Magnum Jackpot Gold Jackpot 1 Prize : RM 6,612,906.19 Jackpot 2 Prize : RM 122,155.38"
